10.142.128.104	PLATFORM
10.142.128.106	PLATFORM
10.142.128.103	PLATFORM
10.142.128.113	IOV.EUI
10.142.128.116	TV
10.142.128.120	MOBILE
10.142.128.121	MOBILE
10.142.128.129	MOBILE
10.142.128.123	MOBILE
10.142.128.13	IOV.EUI
10.142.128.128	MOBILE
10.142.128.141	MOBILE
10.142.128.134	TV
10.142.128.137	TV
10.142.128.144	TV
10.142.128.147	TV
10.142.128.151	TV
10.142.128.169	TV
10.142.128.171	TV
10.142.128.162	MOBILE
10.142.128.170	TV
10.142.128.180	TV
10.142.128.181	TV
10.142.128.182	TV
10.142.128.183	MOBILE
10.142.128.175	TV
10.142.128.173	TV
10.142.128.85	TV
10.142.128.90	IOV.OTHER
10.142.128.97	PLATFORM
10.142.128.99	TV
10.142.128.82	PLATFORM
10.142.128.107	PLATFORM
10.142.128.164	MOBILE.CAMERA
10.142.128.167	TV
10.142.129.107	PLATFORM
10.142.129.108	PLATFORM
10.142.129.106	PLATFORM
10.142.129.113	TV
10.142.129.117	TV
10.142.129.122	MOBILE
10.142.129.126	MOBIEL.MODEM
10.142.129.127	MOBILE
10.142.129.132	MOBILE
10.142.129.137	TV
10.142.129.140	TV
10.142.129.147	TV
10.142.129.148	TV
10.142.129.151	TV
10.142.129.157	TV
10.142.129.156	TV
10.142.129.159	PLATFORM
10.142.129.160	IOV
10.142.129.165	TV
10.142.129.168	IOV.OTHER
10.142.129.174	IOV
10.142.129.173	TV
10.142.129.176	IOV
10.142.129.179	IOV
10.142.129.180	IOV
10.142.129.181	TV
10.142.129.182	TV
10.142.129.183	TV
10.142.129.187	TV
10.142.129.188	TV
10.142.129.193	TV
10.142.129.192	TV
10.142.129.196	TV
10.142.129.198	TV
10.142.129.199	TV
10.142.129.200	TV
10.142.129.201	TV
10.142.129.203	TV
10.142.129.206	TV
10.142.129.210	TV
10.142.129.208	TV
10.142.129.212	PLATFORM
10.142.129.213	PLATFORM
10.142.129.215	IOV.EUI
10.142.129.216	IOV.EUI
10.142.129.217	PLATFORM
10.142.129.218	IOV.EUI
10.142.129.219	PLATFORM
10.142.129.220	TV
10.142.129.221	PLATFORM
10.142.129.223	TV
10.142.129.224	PLATFORM
10.142.129.225	TV
10.142.129.228	MOBIEL.MODEM
10.142.129.229	MOBIEL.MODEM
10.142.129.230	TV
10.142.129.231	IOV.EUI
10.142.129.232	IOV.OTHER
10.142.129.233	IOV
10.142.129.234	IOV
10.142.129.238	PLATFORM
10.142.129.235	IOV
10.142.129.236	IOV
10.142.129.237	PLATFORM
10.142.129.240	PLATFORM
10.142.129.241	IOV
10.142.129.242	PLATFORM
10.142.129.245	IOV
10.142.129.247	MOBIEL.MODEM
10.142.129.252	TV
10.142.129.250	MOBILE
10.142.129.246	IOV
10.142.129.249	MOBILE
10.142.129.253	TV
10.142.129.35	TV
10.142.129.37	TV
10.142.129.39	PLATFORM
10.142.129.45	TV
10.142.129.47	TV
10.142.129.42	MOBILE.CAMERA
10.142.129.48	MOBILE
10.142.129.51	MOBILE
10.142.129.49	MOBILE
10.142.129.52	PLATFORM
10.142.129.54	TV
10.142.129.55	MOBILE
10.142.129.59	MOBILE
10.142.129.61	IOV.OTHER
10.142.129.56	MOBILE
10.142.129.63	MOBILE
10.142.129.65	IOV
10.142.129.64	MOBILE
10.142.129.68	TV
10.142.129.67	TV
10.142.129.70	TV
10.142.129.72	IOV.EUI
10.142.129.74	TV
10.142.129.73	IOV
10.142.129.75	TV
10.142.129.82	TV
10.142.129.84	TV
10.142.129.85	TV
10.142.129.87	TV
10.142.129.86	TV
10.142.129.89	MOBIEL.MODEM
10.142.129.94	MOBIEL.MODEM
10.142.129.96	TV
10.142.129.91	TV
10.142.129.98	IOV.OTHER
10.142.129.99	MOBIEL.MODEM
10.142.130.2	TV
10.142.129.190	TV
10.142.128.70	TV
10.142.128.69	TV
10.142.128.68	PLATFORM
10.142.128.64	TV
10.142.128.63	TV
10.142.128.54	TV
10.142.128.58	MOBILE
10.142.128.52	PLATFORM
10.142.128.14	TV
10.142.130.231	TV
10.142.130.230	MOBILE
10.142.130.222	MOBILE
10.142.130.219	IOV
10.142.130.218	PLATFORM
10.142.130.199	TV
10.142.130.196	MOBILE
10.142.130.193	MOBILE.CAMERA
10.142.130.192	TV
10.142.130.201	TV
10.142.130.185	MOBILE
10.142.130.189	MOBIEL.MODEM
10.142.130.194	TV
10.142.130.188	TV
10.142.130.187	PLATFORM
10.142.130.179	TV
10.142.130.177	TV
10.142.130.175	TV
10.142.130.174	TV
10.142.130.169	TV
10.142.130.171	TV
10.142.130.172	TV
10.142.130.165	TV
10.142.130.164	PLATFORM
10.142.130.195	MOBILE
10.142.130.198	MOBILE
10.142.130.182	TV
10.142.130.149	IOV
10.142.130.152	IOV
10.142.130.153	MOBIEL.MODEM
10.142.130.155	TV
10.142.130.159	TV
10.142.130.154	MOBIEL.MODEM
10.142.130.110	TV
10.142.130.99	IOV
10.142.130.83	IOV
10.142.130.73	MOBILE
10.142.130.68	IOV.EUI
10.142.130.85	TV
10.142.130.87	PLATFORM
10.142.130.95	PLATFORM
10.142.130.70	TV
10.142.130.105	TV
10.142.130.61	TV
10.142.130.64	TV
10.142.130.63	TV
10.142.130.103	IOV
10.142.130.56	TV
10.142.130.60	IOV
10.142.130.54	IOV.EUI
10.142.130.52	MOBILE
10.142.130.48	PLATFORM
10.142.130.50	IOV.EUI
10.142.130.45	TV
10.142.130.47	PLATFORM
10.142.130.43	MOBIEL.MODEM
10.142.130.41	MOBIEL.MODEM
10.142.130.44	TV
10.142.130.33	TV
10.142.130.31	TV.EUI
10.142.130.30	IOV
10.142.130.32	TV
10.142.130.28	TV
10.142.130.29	TV
10.142.130.24	IOV
10.142.130.21	MOBILE
10.142.130.26	TV
10.142.130.22	TV
10.142.130.11	PLATFORM
10.142.130.14	TV
10.142.130.13	MOBIEL.MODEM
10.142.130.9	TV
10.142.130.7	TV
10.142.132.165	TV
10.142.132.185	TV.EUI
10.142.132.205	MOBILE.CAMERA
10.142.132.172	PLATFORM
10.142.132.170	IOV
10.142.132.213	TV
10.142.132.207	IOV.EUI
10.142.132.50	MOBILE
10.142.132.126	MOBILE
10.142.132.108	MOBILE
10.142.132.198	TV
10.142.132.142	TV
10.142.132.174	IOV
10.142.132.216	TV
10.142.132.215	PLATFORM
10.142.132.218	TV
10.142.132.202	IOV.EUI
10.142.132.180	PLATFORM
10.142.132.186	TV
10.142.132.103	TV
10.142.132.111	TV
10.142.132.194	MOBILE
10.142.132.109	MOBILE
10.142.132.211	TV
10.142.132.135	MOBILE
10.142.132.162	IOV
10.142.132.144	TV
10.142.132.209	MOBILE
10.142.132.105	MOBILE
10.142.132.190	TV
10.142.132.160	TV
10.142.132.208	TV
10.142.132.197	TV
10.142.132.214	TV
10.142.132.130	TV
10.142.132.217	IOV
10.142.132.182	TV
10.142.132.189	TV
10.142.132.163	MOBILE
10.142.132.187	TV
10.142.132.210	PLATFORM
10.142.132.191	TV
10.142.132.134	MOBILE
10.142.132.76	TV
10.142.132.196	IOV.EUI
10.142.132.141	TV
10.142.132.159	TV
10.142.132.219	MOBILE
10.142.132.137	IOV
10.142.132.166	IOV
10.142.132.150	TV
10.142.132.149	TV
10.142.132.154	IOV
10.142.132.152	TV
10.142.132.175	PLATFORM
10.142.132.171	TV
10.142.132.177	IOV.EUI
10.142.132.173	TV
10.142.132.181	TV
10.142.132.168	IOV
10.142.132.86	TV
10.142.132.100	MOBIEL.MODEM
10.142.132.155	TV
10.142.132.204	MOBILE.CAMERA
10.142.132.145	MOBILE
10.142.132.179	PLATFORM
10.142.132.114	MOBILE
10.142.132.192	TV
10.142.132.98	MOBILE
10.142.132.151	TV
10.142.132.121	MOBILE
10.142.132.188	IOV
10.142.132.61	TV
10.142.132.183	TV
10.142.132.94	MOBILE
10.142.132.223	TV
10.142.132.129	MOBILE.CAMERA
10.142.132.156	IOV
10.142.132.116	TV
10.142.132.195	MOBILE
10.142.132.90	TV
10.142.132.169	IOV
10.142.132.143	TV
10.142.132.115	MOBILE
10.142.132.31	MOBILE
10.142.132.153	TV
10.142.132.92	MOBILE
10.142.132.127	MOBILE
10.142.132.167	PLATFORM
10.142.132.122	MOBIEL.MODEM
10.142.132.78	TV
10.142.132.200	TV
10.142.132.68	IOV
10.142.132.148	TV
10.142.132.91	TV
10.142.132.132	MOBILE
10.142.132.140	TV
10.142.132.161	TV
10.142.132.88	IOV.EUI
10.142.132.37	PLATFORM
10.142.132.178	PLATFORM
10.142.132.123	MOBILE.CAMERA
10.142.132.33	TV
10.142.132.158	PLATFORM
10.142.132.96	MOBILE
10.142.132.89	MOBILE
10.142.132.59	MOBILE
10.142.132.131	PLATFORM
10.142.132.157	TV
10.142.132.110	MOBILE
10.142.132.47	IOV
10.142.132.27	PLATFORM
10.142.132.55	MOBIEL.MODEM
10.142.132.102	PLATFORM
10.142.132.176	MOBILE.CAMERA
10.142.132.99	MOBIEL.MODEM
10.142.132.87	TV
10.142.132.147	IOV.EUI
10.142.132.74	IOV
10.142.132.53	IOV.EUI
10.142.132.66	PLATFORM
10.142.132.30	TV
10.142.132.72	TV
10.142.132.69	MOBILE
10.142.132.128	MOBILE
10.142.132.54	MOBILE
10.142.132.112	TV
10.142.132.52	TV
10.142.132.58	MOBILE
10.142.132.64	MOBILE
10.142.132.28	TV
10.142.132.113	TV
10.142.132.49	IOV
10.142.132.39	TV
10.142.132.124	TV
10.142.132.41	IOV.EUI
10.142.132.70	TV
10.142.132.79	PLATFORM
10.142.132.71	TV
10.142.132.83	MOBILE
10.142.132.117	TV
10.142.132.77	TV
10.142.132.62	TV
10.142.132.101	MOBILE
10.142.132.75	TV
10.142.132.206	TV.EUI
10.142.132.65	PLATFORM
10.142.132.95	TV
10.142.132.97	IOV
10.142.132.48	MOBIEL.MODEM
10.142.132.38	TV
10.142.132.45	MOBIEL.MODEM
10.142.132.46	MOBIEL.MODEM
10.142.132.138	IOV
10.142.132.85	TV
10.142.132.81	IOV.EUI
10.142.132.24	PLATFORM
10.142.132.56	IOV.EUI
10.142.132.32	TV
10.142.132.119	TV
10.142.132.80	MOBILE
10.142.132.44	TV
10.142.132.164	TV
10.142.132.23	MOBILE.CAMERA
10.142.131.74	PLATFORM
10.142.131.73	PLATFORM
10.142.131.76	PLATFORM
10.142.132.51	MOBIEL.MODEM
10.142.132.93	TV
10.142.132.60	TV
10.142.131.9	TV
10.142.131.75	PLATFORM
10.142.132.63	TV
10.142.132.220	MOBILE.CAMERA
10.142.132.26	PLATFORM
10.142.132.136	MOBILE
10.142.131.71	PLATFORM
10.142.132.73	TV
10.142.132.40	MOBILE
10.142.132.36	PLATFORM
10.142.132.34	MOBIEL.MODEM
10.142.131.72	TV
10.142.132.43	MOBILE
10.142.132.118	MOBILE
10.142.131.7	MOBILE
10.142.131.69	TV
10.212.9.244	US
10.142.132.221	MOBILE.CAMERA
10.212.9.196	US
10.212.9.232	US
10.212.9.227	FF
10.212.9.235	US
10.212.9.231	US
10.212.9.233	US
10.212.9.229	US
10.212.9.239	US
10.212.9.223	US
10.212.9.240	US
10.212.9.241	US
10.212.9.245	US
10.212.9.138	US
